player_name,season,receiving_yards,yards_after_catch,rush_attempts,rush_touchdown,pass_touchdown,fumble,receptions,targets,receiving_touchdown,receptions_redzone,targets_redzone,receiving_touchdown_redzone,fantasy_points_ppr,offense_snaps,total_tds,touches,total_yards,games_missed,age,games_played_season,Top_10_Next_Season_or_Not
Dwayne Harris,2019,7.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.7,2.0,0.0,1.0,7.0,15,31.0,1,0
Emmanuel Sanders,2019,477.0,132.0,0.0,0.0,3.0,0.0,32.0,44.0,2.0,1.0,3.0,1.0,91.1,434.0,5.0,33.0,512.0,-1,32.0,17,0
Emmanuel Sanders,2019,367.0,118.0,0.0,0.0,2.0,0.0,30.0,41.0,2.0,6.0,8.0,2.0,72.7,355.0,4.0,30.0,367.0,-1,32.0,17,0
Emmanuel Sanders,2019,25.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,1.0,1.0,1.0,1.0,12.5,53.0,2.0,4.0,25.0,-1,32.0,17,0
Geremy Davis,2019,38.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.8,45.0,0.0,3.0,38.0,14,27.0,2,0
Geronimo Allison,2019,287.0,110.0,1.0,0.0,2.0,2.0,34.0,55.0,2.0,5.0,9.0,2.0,72.4,608.0,4.0,35.0,294.0,1,25.0,15,0
Golden Tate,2019,657.0,266.0,1.0,0.0,6.0,1.0,46.0,76.0,6.0,7.0,9.0,2.0,140.3,579.0,12.0,47.0,673.0,6,31.0,10,0
Greg Ward,2019,209.0,70.0,1.0,0.0,1.0,0.0,21.0,30.0,1.0,4.0,5.0,1.0,48.4,241.0,2.0,22.0,214.0,12,24.0,4,0
Gunner Olszewski,2019,34.0,16.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,5.4,65.0,0.0,2.0,34.0,14,22.0,2,0
Hunter Renfrow,2019,605.0,301.0,0.0,0.0,4.0,0.0,49.0,70.0,4.0,9.0,12.0,2.0,131.5,435.0,8.0,49.0,605.0,3,23.0,13,0
Isaiah Ford,2019,143.0,47.0,1.0,0.0,0.0,0.0,15.0,20.0,0.0,3.0,5.0,0.0,26.4,135.0,0.0,16.0,154.0,11,23.0,5,0
Isaiah McKenzie,2019,254.0,206.0,8.0,0.0,1.0,0.0,27.0,39.0,1.0,3.0,7.0,1.0,63.3,416.0,2.0,35.0,303.0,4,24.0,12,0
Ishmael Hyman,2019,31.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.1,46.0,0.0,1.0,31.0,15,24.0,1,0
J.J. Arcega-Whiteside,2019,169.0,16.0,0.0,0.0,1.0,0.0,10.0,21.0,1.0,2.0,4.0,1.0,30.9,421.0,2.0,10.0,169.0,8,22.0,8,0
J.J. Nelson,2019,36.0,15.0,0.0,0.0,1.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,13.6,46.0,2.0,4.0,36.0,15,27.0,1,0
Jake Kumerow,2019,219.0,85.0,0.0,0.0,1.0,0.0,12.0,20.0,1.0,1.0,2.0,0.0,37.9,306.0,2.0,12.0,219.0,5,27.0,11,0
Jakeem Grant,2019,164.0,87.0,4.0,1.0,0.0,0.0,19.0,31.0,0.0,1.0,1.0,0.0,37.9,210.0,1.0,23.0,169.0,7,26.0,9,0
Jakobi Meyers,2019,359.0,114.0,0.0,0.0,0.0,0.0,26.0,41.0,0.0,1.0,4.0,0.0,61.9,397.0,0.0,26.0,359.0,5,22.0,11,0
Jaleel Scott,2019,6.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.6,17.0,0.0,1.0,6.0,15,24.0,1,0
Jamal Agnew,2019,-2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.7000000000000000,12.0,0.0,2.0,7.0,14,24.0,2,0
James Washington,2019,735.0,185.0,0.0,0.0,3.0,1.0,44.0,75.0,3.0,2.0,2.0,1.0,122.5,634.0,6.0,44.0,735.0,1,23.0,15,0
Jamison Crowder,2019,833.0,353.0,1.0,0.0,6.0,0.0,78.0,117.0,6.0,8.0,14.0,4.0,187.70000000000000,802.0,12.0,79.0,837.0,0,26.0,16,0
Jarius Wright,2019,296.0,89.0,1.0,0.0,0.0,0.0,28.0,53.0,0.0,1.0,2.0,0.0,46.9,693.0,0.0,29.0,289.0,0,29.0,16,0
Jarvis Landry,2019,1174.0,436.0,1.0,0.0,6.0,0.0,83.0,130.0,6.0,12.0,20.0,5.0,221.4,976.0,12.0,84.0,1184.0,0,26.0,16,0
Jason Moore,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,13,24.0,3,0
Javon Wims,2019,186.0,45.0,0.0,0.0,1.0,0.0,18.0,37.0,1.0,2.0,5.0,1.0,38.6,432.0,2.0,18.0,186.0,5,24.0,11,0
John Brown,2019,1060.0,217.0,2.0,0.0,7.0,0.0,72.0,112.0,6.0,5.0,10.0,2.0,215.82,913.0,13.0,75.0,1095.0,1,29.0,15,0
John Ross,2019,370.0,167.0,1.0,0.0,3.0,1.0,18.0,36.0,3.0,1.0,1.0,0.0,67.8,271.0,6.0,19.0,368.0,11,23.0,5,0
John Ursua,2019,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.1,7.0,0.0,1.0,11.0,15,25.0,1,0
Johnny Holton,2019,17.0,6.0,1.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,3.6000000000000000,134.0,0.0,4.0,26.0,10,28.0,6,0
Josh Reynolds,2019,326.0,139.0,5.0,0.0,1.0,0.0,21.0,42.0,1.0,0.0,4.0,0.0,59.9,480.0,2.0,26.0,349.0,0,24.0,16,0
JuJu Smith-Schuster,2019,552.0,222.0,0.0,0.0,3.0,1.0,42.0,67.0,3.0,4.0,7.0,0.0,106.2,573.0,6.0,42.0,552.0,4,22.0,12,0
Julian Edelman,2019,1117.0,358.0,8.0,0.0,7.0,3.0,100.0,150.0,6.0,15.0,21.0,5.0,246.28,1004.0,13.0,110.0,1191.0,0,33.0,16,0
Julio Jones,2019,1328.0,322.0,2.0,0.0,6.0,1.0,94.0,144.0,6.0,12.0,17.0,5.0,252.5,757.0,12.0,96.0,1325.0,2,30.0,14,0
Justin Hardy,2019,195.0,81.0,0.0,0.0,0.0,0.0,19.0,26.0,0.0,2.0,3.0,0.0,38.5,150.0,0.0,19.0,195.0,5,27.0,11,0
Justin Watson,2019,159.0,14.0,0.0,0.0,2.0,0.0,15.0,24.0,2.0,3.0,4.0,2.0,38.9,216.0,4.0,15.0,159.0,10,23.0,6,0
Kalif Raymond,2019,99.0,7.0,1.0,0.0,1.0,1.0,6.0,8.0,1.0,2.0,2.0,0.0,18.4,61.0,2.0,7.0,94.0,11,25.0,5,0
Keelan Cole,2019,361.0,99.0,1.0,0.0,3.0,0.0,24.0,34.0,3.0,5.0,6.0,3.0,76.7,339.0,6.0,25.0,367.0,4,26.0,12,0
Keelan Doss,2019,133.0,57.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,1.0,1.0,0.0,24.3,175.0,0.0,11.0,133.0,10,23.0,6,0
Keenan Allen,2019,1199.0,369.0,3.0,0.0,6.0,0.0,104.0,141.0,6.0,14.0,19.0,4.0,245.5,931.0,12.0,107.0,1215.0,0,27.0,16,0
KeeSean Johnson,2019,187.0,43.0,1.0,0.0,1.0,1.0,21.0,41.0,1.0,1.0,6.0,1.0,41.0,371.0,2.0,22.0,190.0,6,22.0,10,0
Keke Coutee,2019,254.0,140.0,2.0,1.0,0.0,1.0,22.0,34.0,0.0,2.0,3.0,0.0,47.800000000000000,322.0,1.0,24.0,268.0,8,22.0,8,0
Kelvin Harmon,2019,365.0,99.0,0.0,0.0,0.0,0.0,30.0,42.0,0.0,2.0,6.0,0.0,62.94,459.0,0.0,31.0,376.0,3,22.0,13,0
Kendrick Bourne,2019,358.0,122.0,0.0,0.0,5.0,0.0,30.0,43.0,5.0,5.0,6.0,5.0,93.8,465.0,10.0,30.0,358.0,0,24.0,16,0
Kenny Golladay,2019,1190.0,304.0,0.0,0.0,11.0,1.0,65.0,111.0,11.0,8.0,15.0,6.0,237.0,937.0,22.0,65.0,1190.0,0,25.0,16,0
Kenny Stills,2019,561.0,144.0,0.0,0.0,4.0,0.0,40.0,54.0,4.0,2.0,4.0,2.0,118.1,587.0,8.0,40.0,561.0,3,27.0,13,0
KhaDarel Hodge,2019,76.0,9.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,1.0,0.0,9.6,101.0,0.0,4.0,76.0,9,24.0,7,0
Krishawn Hogan,2019,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.4,7.0,0.0,1.0,4.0,15,24.0,1,0
Laquon Treadwell,2019,184.0,57.0,0.0,0.0,1.0,0.0,9.0,16.0,1.0,0.0,0.0,0.0,33.4,137.0,2.0,9.0,184.0,7,24.0,9,0
Larry Fitzgerald,2019,835.0,396.0,0.0,0.0,4.0,1.0,73.0,103.0,4.0,6.0,13.0,3.0,169.5,887.0,8.0,73.0,835.0,0,36.0,16,0
Lil'Jordan Humphrey,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,15,21.0,1,0
Mack Hollins,2019,125.0,33.0,0.0,0.0,0.0,0.0,10.0,22.0,0.0,1.0,5.0,0.0,22.5,292.0,0.0,10.0,125.0,8,25.0,8,0
Mack Hollins,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8,25.0,8,0
Malik Turner,2019,245.0,101.0,0.0,0.0,1.0,0.0,15.0,22.0,1.0,1.0,2.0,0.0,45.5,178.0,2.0,15.0,245.0,6,23.0,10,0
Marcell Ateman,2019,107.0,10.0,0.0,0.0,0.0,1.0,5.0,10.0,0.0,0.0,1.0,0.0,12.7,87.0,0.0,5.0,107.0,12,24.0,4,0
Marcus Johnson,2019,268.0,39.0,0.0,0.0,2.0,0.0,16.0,30.0,2.0,2.0,3.0,1.0,54.8,357.0,4.0,16.0,268.0,9,25.0,7,0
Marqise Lee,2019,18.0,5.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,4.9,84.0,0.0,4.0,19.0,12,27.0,4,0
Marquez Valdes-Scantling,2019,452.0,155.0,2.0,0.0,2.0,0.0,26.0,55.0,2.0,1.0,3.0,0.0,82.1,532.0,4.0,28.0,461.0,1,24.0,15,0
Marquise Brown,2019,584.0,226.0,0.0,0.0,7.0,0.0,46.0,71.0,7.0,9.0,13.0,4.0,146.4,563.0,14.0,46.0,584.0,2,22.0,14,0
Marquise Goodwin,2019,186.0,33.0,1.0,0.0,1.0,0.0,12.0,21.0,1.0,0.0,0.0,0.0,38.100000000000000,270.0,2.0,13.0,201.0,8,28.0,8,0
Marvin Hall,2019,261.0,36.0,1.0,0.0,1.0,0.0,7.0,10.0,1.0,0.0,0.0,0.0,37.800000000000000,106.0,2.0,8.0,268.0,9,26.0,7,0
Marvin Jones,2019,779.0,106.0,2.0,0.0,9.0,0.0,62.0,86.0,9.0,11.0,15.0,8.0,183.9,885.0,18.0,64.0,779.0,2,29.0,14,0
Mecole Hardman,2019,538.0,292.0,4.0,0.0,6.0,0.0,26.0,41.0,6.0,3.0,6.0,0.0,117.5,448.0,12.0,30.0,555.0,1,21.0,15,0
Michael Crabtree,2019,22.0,5.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,1.0,0.0,6.200000000000000,31.0,0.0,4.0,22.0,14,31.0,2,0
Michael Gallup,2019,1107.0,333.0,0.0,0.0,6.0,0.0,66.0,111.0,6.0,4.0,8.0,2.0,208.7,846.0,12.0,66.0,1107.0,2,23.0,14,0
Michael Thomas,2019,1725.0,579.0,1.0,0.0,9.0,1.0,149.0,185.0,9.0,20.0,26.0,8.0,374.6,942.0,18.0,150.0,1716.0,0,26.0,16,0
Michael Walker,2019,15.0,7.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.5,7.0,0.0,2.0,15.0,14,22.0,2,0
Mike Thomas,2019,14.0,10.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,3.4,24.0,0.0,2.0,14.0,13,25.0,3,0
Mike Williams,2019,1001.0,187.0,1.0,0.0,2.0,0.0,49.0,82.0,2.0,3.0,14.0,1.0,145.3,839.0,4.0,50.0,1003.0,1,24.0,15,0
Miles Boykin,2019,198.0,12.0,0.0,0.0,3.0,0.0,13.0,22.0,3.0,4.0,4.0,3.0,50.8,341.0,6.0,13.0,198.0,4,22.0,12,0
Mohamed Sanu,2019,313.0,123.0,2.0,0.0,1.0,0.0,33.0,40.0,1.0,4.0,5.0,1.0,66.60000000000000,379.0,2.0,35.0,316.0,1,30.0,15,0
Mohamed Sanu,2019,184.0,68.0,1.0,0.0,1.0,0.0,24.0,41.0,1.0,3.0,6.0,1.0,47.2,342.0,2.0,25.0,192.0,1,30.0,15,0
Mohamed Sanu,2019,23.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,4.3,37.0,0.0,2.0,23.0,1,30.0,15,0
N'Keal Harry,2019,105.0,42.0,5.0,0.0,2.0,0.0,12.0,23.0,2.0,3.0,6.0,2.0,37.4,220.0,4.0,17.0,154.0,9,21.0,7,0
Nelson Agholor,2019,363.0,132.0,2.0,0.0,3.0,2.0,39.0,69.0,3.0,3.0,7.0,3.0,91.0,690.0,6.0,41.0,370.0,5,26.0,11,0
Odell Beckham,2019,1091.0,369.0,3.0,0.0,5.0,0.0,75.0,127.0,5.0,5.0,12.0,2.0,201.9,993.0,10.0,80.0,1121.0,0,26.0,16,0
Olabisi Johnson,2019,294.0,68.0,1.0,0.0,3.0,0.0,31.0,45.0,3.0,4.0,7.0,3.0,79.0,516.0,6.0,32.0,300.0,3,22.0,13,0
Olamide Zaccheaus,2019,115.0,63.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,20.5,42.0,2.0,3.0,115.0,13,22.0,3,0
Parris Campbell,2019,127.0,106.0,4.0,0.0,1.0,2.0,18.0,24.0,1.0,5.0,5.0,1.0,37.1,196.0,2.0,22.0,161.0,9,22.0,7,0
Paul Richardson,2019,245.0,50.0,1.0,0.0,2.0,0.0,28.0,40.0,2.0,3.0,6.0,2.0,60.5,399.0,4.0,29.0,245.0,6,27.0,10,0
Pharoh Cooper,2019,194.0,53.0,0.0,0.0,1.0,0.0,20.0,27.0,1.0,1.0,4.0,1.0,45.4,182.0,2.0,20.0,194.0,7,24.0,9,0
Phillip Dorsett,2019,397.0,79.0,3.0,0.0,5.0,0.0,29.0,53.0,5.0,5.0,10.0,1.0,98.8,546.0,10.0,32.0,418.0,5,26.0,11,0
Preston Williams,2019,428.0,61.0,0.0,0.0,3.0,2.0,32.0,58.0,3.0,6.0,10.0,3.0,85.8,404.0,6.0,32.0,428.0,8,22.0,8,0
Quincy Enunwa,2019,8.0,8.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,-1.2,65.0,0.0,1.0,8.0,15,27.0,1,0
Randall Cobb,2019,828.0,329.0,3.0,0.0,3.0,2.0,55.0,80.0,3.0,4.0,8.0,1.0,147.9,720.0,6.0,59.0,839.0,1,29.0,15,0
Rashard Higgins,2019,55.0,9.0,0.0,0.0,1.0,0.0,4.0,11.0,1.0,1.0,3.0,1.0,15.5,144.0,2.0,4.0,55.0,10,24.0,6,0
Richie James,2019,165.0,103.0,2.0,0.0,1.0,1.0,6.0,9.0,1.0,1.0,2.0,0.0,23.400000000000000,151.0,2.0,8.0,164.0,9,23.0,7,0
Riley Ridley,2019,69.0,15.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,12.9,101.0,0.0,6.0,69.0,13,23.0,3,0
Robbie Chosen,2019,779.0,193.0,1.0,0.0,5.0,1.0,52.0,93.0,5.0,2.0,5.0,2.0,154.3,927.0,10.0,53.0,783.0,0,26.0,16,0
Robert Davis,2019,6.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.6,87.0,0.0,1.0,6.0,13,24.0,3,0
Robert Davis,2019,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,21.0,0.0,1.0,11.0,13,24.0,3,0
Robert Foster,2019,64.0,32.0,2.0,0.0,0.0,0.0,3.0,17.0,0.0,0.0,1.0,0.0,10.3,200.0,0.0,5.0,93.0,6,25.0,10,0
Robert Woods,2019,1037.0,530.0,17.0,1.0,2.0,0.0,84.0,125.0,2.0,7.0,10.0,2.0,207.2,952.0,5.0,101.0,1152.0,2,27.0,14,0
Russell Gage,2019,446.0,151.0,4.0,0.0,1.0,0.0,49.0,73.0,1.0,6.0,14.0,1.0,98.8,493.0,2.0,53.0,458.0,2,23.0,14,0
Ryan Grant,2019,14.0,5.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,1.0,2.0,0.0,3.4000000000000000,88.0,0.0,4.0,14.0,14,28.0,2,0
Ryan Switzer,2019,27.0,17.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,10.700000000000000,65.0,0.0,8.0,27.0,13,24.0,3,0
Sammy Watkins,2019,673.0,297.0,2.0,0.0,3.0,2.0,52.0,90.0,3.0,3.0,6.0,1.0,135.5,738.0,6.0,54.0,685.0,3,26.0,13,0
Scott Miller,2019,200.0,36.0,2.0,0.0,1.0,0.0,13.0,26.0,1.0,1.0,2.0,0.0,40.6,174.0,2.0,15.0,216.0,7,22.0,9,0
Stanley Morgan,2019,9.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,0.0,1.9,82.0,0.0,1.0,9.0,13,22.0,3,0
Sterling Shepard,2019,576.0,179.0,6.0,0.0,3.0,0.0,57.0,79.0,3.0,6.0,11.0,2.0,131.8,602.0,6.0,63.0,648.0,6,26.0,10,0
Steven Mitchell,2019,37.0,14.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,5.7,76.0,0.0,2.0,37.0,14,25.0,2,0
Steven Sims,2019,310.0,172.0,9.0,1.0,4.0,0.0,34.0,55.0,4.0,6.0,9.0,4.0,101.5,300.0,9.0,44.0,395.0,3,22.0,13,0
T.Y. Hilton,2019,501.0,213.0,0.0,0.0,5.0,0.0,45.0,67.0,5.0,7.0,8.0,5.0,123.1,478.0,10.0,45.0,501.0,6,29.0,10,0
Tajae Sharpe,2019,329.0,58.0,0.0,0.0,4.0,0.0,25.0,34.0,4.0,4.0,4.0,3.0,79.90000000000000,384.0,8.0,25.0,329.0,3,24.0,13,0
Tavon Austin,2019,177.0,85.0,6.0,1.0,1.0,1.0,13.0,23.0,1.0,0.0,1.0,0.0,45.4,293.0,3.0,19.0,224.0,3,29.0,13,0
Ted Ginn,2019,421.0,48.0,3.0,0.0,2.0,0.0,30.0,55.0,2.0,4.0,6.0,1.0,83.9,569.0,4.0,33.0,439.0,1,34.0,15,0
Terry McLaurin,2019,919.0,217.0,0.0,0.0,7.0,0.0,58.0,92.0,7.0,8.0,13.0,3.0,189.9,764.0,14.0,58.0,919.0,2,23.0,14,0
Tim Patrick,2019,138.0,34.0,0.0,0.0,0.0,0.0,11.0,19.0,0.0,1.0,1.0,0.0,22.8,190.0,0.0,11.0,138.0,11,25.0,5,0
Travis Benjamin,2019,30.0,19.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,1.0,2.0,0.0,9.0,189.0,0.0,6.0,30.0,11,29.0,5,0
Travis Fulgham,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,15,23.0,1,0
Tre'Quan Smith,2019,234.0,115.0,0.0,0.0,5.0,0.0,18.0,24.0,5.0,4.0,4.0,4.0,69.4,440.0,10.0,18.0,234.0,6,23.0,10,0
Trent Sherfield,2019,80.0,10.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,2.0,0.0,10.0,235.0,0.0,4.0,80.0,9,23.0,7,0
Trevor Davis,2019,83.0,55.0,2.0,0.0,0.0,1.0,7.0,10.0,0.0,1.0,1.0,0.0,12.2,147.0,0.0,9.0,82.0,10,26.0,6,0
Trevor Davis,2019,28.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.8,17.0,0.0,1.0,28.0,10,26.0,6,0
Trey Quinn,2019,198.0,61.0,0.0,0.0,1.0,1.0,26.0,45.0,1.0,2.0,5.0,1.0,44.8,425.0,2.0,26.0,198.0,4,23.0,12,0
Ty Montgomery,2019,90.0,94.0,32.0,0.0,0.0,0.0,13.0,16.0,0.0,2.0,2.0,0.0,30.3,133.0,0.0,45.0,193.0,4,26.0,12,0
Tyler Boyd,2019,1046.0,348.0,4.0,0.0,5.0,2.0,90.0,142.0,5.0,7.0,10.0,3.0,208.9,978.0,10.0,94.0,1069.0,0,24.0,16,0
Tyrell Williams,2019,651.0,190.0,0.0,0.0,6.0,0.0,42.0,61.0,6.0,4.0,7.0,4.0,137.1,706.0,12.0,42.0,651.0,3,27.0,13,0
Ventell Bryant,2019,15.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.5,1.0,2.0,1.0,15.0,15,23.0,1,0
Vyncint Smith,2019,225.0,105.0,3.0,1.0,0.0,0.0,17.0,29.0,0.0,1.0,3.0,0.0,46.7,318.0,1.0,20.0,277.0,3,23.0,13,0
Will Fuller,2019,670.0,219.0,0.0,0.0,3.0,1.0,49.0,68.0,3.0,4.0,6.0,1.0,128.0,564.0,6.0,49.0,670.0,5,25.0,11,0
Willie Snead,2019,339.0,126.0,2.0,0.0,5.0,0.0,31.0,43.0,5.0,5.0,7.0,3.0,89.1,679.0,10.0,33.0,341.0,0,26.0,16,0
Zach Pascal,2019,607.0,239.0,2.0,0.0,5.0,0.0,41.0,68.0,5.0,5.0,12.0,5.0,125.30000000000000,745.0,10.0,44.0,623.0,2,24.0,14,0
Zay Jones,2019,147.0,58.0,1.0,0.0,0.0,0.0,20.0,27.0,0.0,2.0,3.0,0.0,35.0,461.0,0.0,21.0,150.0,2,24.0,14,0
Zay Jones,2019,69.0,19.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,1.0,3.0,0.0,7.900000000000000,168.0,0.0,7.0,69.0,2,24.0,14,0
Cooper Kupp,2020,974.0,525.0,4.0,0.0,3.0,0.0,92.0,121.0,3.0,8.0,13.0,2.0,204.7,841.0,6.0,96.0,1007.0,1,27.0,15,1
Davante Adams,2020,1374.0,597.0,0.0,0.0,18.0,1.0,115.0,146.0,18.0,23.0,28.0,14.0,351.40000000000000,774.0,36.0,115.0,1374.0,2,27.0,14,1
Deebo Samuel,2020,337.0,360.0,6.0,0.0,1.0,0.0,28.0,32.0,1.0,2.0,2.0,1.0,67.0,223.0,2.0,34.0,350.0,11,24.0,5,1
Diontae Johnson,2020,923.0,394.0,3.0,0.0,7.0,1.0,88.0,142.0,7.0,7.0,11.0,4.0,219.8,733.0,14.0,91.0,938.0,1,24.0,15,1
Hunter Renfrow,2020,656.0,338.0,0.0,0.0,2.0,1.0,56.0,77.0,2.0,5.0,8.0,2.0,130.6,550.0,4.0,56.0,656.0,0,24.0,16,1
Justin Jefferson,2020,1400.0,453.0,1.0,0.0,7.0,1.0,88.0,121.0,7.0,6.0,12.0,4.0,262.2,886.0,14.0,89.0,1402.0,0,21.0,16,1
Mike Evans,2020,1006.0,265.0,0.0,0.0,13.0,0.0,70.0,107.0,13.0,12.0,19.0,9.0,244.6,856.0,26.0,70.0,1006.0,0,27.0,16,1
Stefon Diggs,2020,1535.0,464.0,1.0,0.0,8.0,0.0,127.0,164.0,8.0,12.0,16.0,5.0,324.6,965.0,16.0,128.0,1536.0,0,26.0,16,1
Tyreek Hill,2020,1276.0,434.0,13.0,2.0,15.0,0.0,87.0,134.0,15.0,14.0,19.0,8.0,326.9,901.0,32.0,100.0,1399.0,1,26.0,15,1
A.J. Brown,2020,1075.0,432.0,0.0,1.0,11.0,2.0,70.0,104.0,11.0,9.0,11.0,7.0,242.5,760.0,23.0,70.0,1075.0,2,23.0,14,0
A.J. Green,2020,523.0,86.0,0.0,0.0,2.0,0.0,47.0,101.0,2.0,3.0,8.0,2.0,105.3,820.0,4.0,47.0,523.0,0,32.0,16,0
Adam Humphries,2020,164.0,36.0,0.0,0.0,1.0,0.0,17.0,28.0,1.0,3.0,4.0,1.0,37.4,186.0,2.0,17.0,164.0,10,27.0,6,0
Adam Thielen,2020,850.0,222.0,3.0,0.0,13.0,0.0,66.0,93.0,13.0,15.0,19.0,12.0,222.5,843.0,26.0,69.0,865.0,2,30.0,14,0
Alex Erickson,2020,139.0,67.0,5.0,0.0,0.0,1.0,12.0,16.0,0.0,0.0,0.0,0.0,21.6,177.0,0.0,18.0,146.0,7,27.0,9,0
Allen Lazard,2020,433.0,191.0,2.0,0.0,3.0,0.0,31.0,42.0,3.0,6.0,6.0,3.0,94.0,434.0,6.0,33.0,450.0,7,24.0,9,0
Allen Robinson,2020,1250.0,319.0,1.0,0.0,6.0,0.0,102.0,146.0,6.0,8.0,18.0,4.0,252.9,911.0,12.0,103.0,1249.0,0,27.0,16,0
Alshon Jeffery,2020,115.0,25.0,0.0,0.0,1.0,0.0,6.0,12.0,1.0,1.0,1.0,1.0,21.5,202.0,2.0,6.0,115.0,9,30.0,7,0
Amari Cooper,2020,1114.0,413.0,7.0,0.0,5.0,0.0,92.0,126.0,5.0,6.0,14.0,4.0,226.8,944.0,10.0,99.0,1128.0,0,26.0,16,0
Andre Roberts,2020,34.0,5.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,5.1,41.0,0.0,5.0,31.0,13,32.0,3,0
Andy Isabella,2020,224.0,82.0,1.0,0.0,2.0,0.0,21.0,32.0,2.0,2.0,3.0,2.0,48.8,289.0,4.0,22.0,218.0,5,23.0,11,0
Anthony Miller,2020,485.0,148.0,2.0,0.0,2.0,1.0,49.0,73.0,2.0,2.0,10.0,0.0,101.7,584.0,4.0,51.0,497.0,0,25.0,16,0
Antonio Brown,2020,452.0,244.0,2.0,0.0,4.0,0.0,42.0,57.0,4.0,5.0,6.0,1.0,111.0,284.0,8.0,44.0,450.0,9,32.0,7,0
Antonio Callaway,2020,20.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,43.0,0.0,2.0,20.0,13,23.0,3,0
Antonio Gandy-Golden,2020,3.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,3.5,30.0,0.0,2.0,25.0,13,22.0,3,0
Ashton Dulin,2020,53.0,28.0,2.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,9.4,58.0,0.0,5.0,64.0,10,23.0,6,0
Auden Tate,2020,150.0,58.0,0.0,0.0,0.0,0.0,14.0,22.0,0.0,0.0,4.0,0.0,29.0,155.0,0.0,14.0,150.0,8,23.0,8,0
Austin Carr,2020,27.0,11.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,11.7,45.0,2.0,3.0,27.0,13,26.0,3,0
Austin Mack,2020,90.0,37.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,1.0,3.0,0.0,15.0,98.0,0.0,6.0,90.0,12,23.0,4,0
